1, 0.099740
2, 0.113976
3, 0.109399
4, 0.109321
5, 0.109465
6, 0.113276
7, 0.122862
8, 0.128212
9, 0.139890
10, 0.161332
11, 0.180784
12, 0.182702
13, 0.203296
14, 0.220093
15, 0.230136
16, 0.252390
17, 0.260150
18, 0.272017
19, 0.282168
20, 0.291395
21, 0.309429
22, 0.316005
23, 0.332142
24, 0.342838
25, 0.366673
26, 0.477808
27, 0.408413
28, 0.388953
29, 0.428158
30, 0.393300
31, 0.451317
32, 0.467690
33, 0.444326
34, 0.473245
35, 0.481382
36, 0.491833
37, 0.438153
38, 0.415071
39, 0.459639
40, 0.438667
41, 0.416528
42, 0.445637
43, 0.496740
44, 0.427843
45, 0.436225
46, 0.424175
47, 0.472646
48, 0.547681
49, 0.518281
50, 0.449490
51, 0.437267
52, 0.434163
53, 0.450170
54, 0.446986
55, 0.450383
56, 0.439656
57, 0.442123
58, 0.429086
59, 0.440941
60, 0.439754
61, 0.437563
62, 0.472232
63, 0.448496
64, 0.431710
65, 0.433181
66, 0.489629
67, 0.496662
68, 0.447806
69, 0.440329
70, 0.527580
71, 0.512431
72, 0.459608
73, 0.477649
74, 0.474929
75, 0.445992
76, 0.487974
77, 0.471955
78, 0.510784
79, 0.494553
80, 0.470935
81, 0.472105
82, 0.455706
83, 0.512961
84, 0.451815
85, 0.414775
86, 0.383614
87, 0.369056
88, 0.433711
89, 0.440862
90, 0.439483
91, 0.405127
92, 0.431105
93, 0.427357
94, 0.405948
95, 0.351290
96, 0.403638
97, 0.437880
98, 0.512721
99, 0.454488
100, 0.405560
101, 0.449888
102, 0.430901
103, 0.425546
104, 0.425775
105, 0.391824
106, 0.385015
107, 0.367962
108, 0.376583
109, 0.411104
110, 0.400452
111, 0.393481
112, 0.387682
113, 0.466991
114, 0.419991
115, 0.375542
116, 0.406058
117, 0.392387
118, 0.377228
119, 0.381340
120, 0.355155
121, 0.388358
122, 0.388441
123, 0.407438
124, 0.419101
125, 0.411414
126, 0.383987
127, 0.370625
128, 0.358464
129, 0.363848
130, 0.380623
131, 0.364232
132, 0.397815
133, 0.387544
134, 0.393845
135, 0.384902
136, 0.392039
137, 0.404952
138, 0.400371
139, 0.399933
140, 0.387603
141, 0.370993
142, 0.404131
143, 0.432013
144, 0.377382
145, 0.397501
146, 0.440680
147, 0.383692
148, 0.402429
149, 0.380451
150, 0.376800
151, 0.405138
152, 0.388487
153, 0.395313
154, 0.378789
155, 0.377918
156, 0.426627
157, 0.394747
158, 0.402945
159, 0.372339
160, 0.375098
161, 0.408087
162, 0.383825
163, 0.393546
164, 0.398135
165, 0.430532
166, 0.434563
167, 0.401299
168, 0.387437
169, 0.435120
170, 0.372797
171, 0.395097
172, 0.373165
173, 0.394234
174, 0.388057
175, 0.408658
176, 0.401548
177, 0.388708
178, 0.380662
179, 0.414834
180, 0.393838
181, 0.379500
182, 0.395112
183, 0.414495
184, 0.362947
185, 0.419286
186, 0.424211
187, 0.392307
188, 0.468349
189, 0.441552
190, 0.387548
191, 0.412559
192, 0.420874
193, 0.440650
194, 0.466103
195, 0.375110
196, 0.386496
197, 0.407801
198, 0.382653
199, 0.405944
200, 0.382763
201, 0.433268
202, 0.381650
203, 0.388284
204, 0.383642
205, 0.407284
206, 0.423430
207, 0.390717
208, 0.470985
209, 0.394566
210, 0.380494
211, 0.394368
212, 0.392608
213, 0.407262
214, 0.419499
215, 0.416251
216, 0.405904
217, 0.403920
218, 0.387950
219, 0.423689
220, 0.460081
221, 0.450777
222, 0.407187
223, 0.408159
224, 0.457223
225, 0.431871
226, 0.431027
227, 0.426626
228, 0.573441
229, 0.611507
230, 0.849450
231, 0.734953
232, 0.581685
233, 0.515714
234, 0.409495
235, 0.420344
236, 0.403875
237, 0.435681
238, 0.372293
239, 0.401406
240, 0.420673
241, 0.416632
242, 0.437967
243, 0.426031
244, 0.492763
